"id","name","description","strategy_criteria","buy_entry","buy_exit","sell_entry","sell_exit","sl_criteria","trlg_criteria","trlg_option","active"
"1824","Ema20-Cr-Ema1250-SL-ema150","Ema20-Cr-Ema1250-SL-ema150","prev_ema1250","( curr_ema20 > curr_ema1250 && prev_ema20 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema1250 && prev_ema20 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1825","Ema20-Cr-Ema1300-SL-ema150","Ema20-Cr-Ema1300-SL-ema150","prev_ema1300","( curr_ema20 > curr_ema1300 && prev_ema20 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema1300 && prev_ema20 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1826","Ema20-Cr-Ema1350-SL-ema150","Ema20-Cr-Ema1350-SL-ema150","prev_ema1350","( curr_ema20 > curr_ema1350 && prev_ema20 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema1350 && prev_ema20 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1827","Ema20-Cr-Ema1400-SL-ema150","Ema20-Cr-Ema1400-SL-ema150","prev_ema1400","( curr_ema20 > curr_ema1400 && prev_ema20 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema1400 && prev_ema20 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1828","Ema20-Cr-Ema1450-SL-ema150","Ema20-Cr-Ema1450-SL-ema150","prev_ema1450","( curr_ema20 > curr_ema1450 && prev_ema20 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema1450 && prev_ema20 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1829","Ema20-Cr-Ema1500-SL-ema150","Ema20-Cr-Ema1500-SL-ema150","prev_ema1500","( curr_ema20 > curr_ema1500 && prev_ema20 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema1500 && prev_ema20 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1901","Ema30-Cr-Ema100-SL-Ema100","Ema30-Cr-Ema100-SL-Ema100","prev_ema100","( curr_ema30 > curr_ema100 && prev_ema30 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema100  ) ","( curr_ema30 < curr_ema100 && prev_ema30 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema100  ) ","40","8","linear","0"
"1902","Ema30-Cr-Ema150-SL-Ema150","Ema30-Cr-Ema150-SL-Ema150","prev_ema150","( curr_ema30 > curr_ema150 && prev_ema30 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema30 < curr_ema150 && prev_ema30 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1903","Ema30-Cr-Ema200-SL-Ema200","Ema30-Cr-Ema200-SL-Ema200","prev_ema200","( curr_ema30 > curr_ema200 && prev_ema30 < prev_ema200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema200  ) ","( curr_ema30 < curr_ema200 && prev_ema30 > prev_ema200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema200  ) ","40","8","linear","0"
"1904","Ema30-Cr-Ema250-SL-Ema250","Ema30-Cr-Ema250-SL-Ema250","prev_ema250","( curr_ema30 > curr_ema250 && prev_ema30 < prev_ema250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema250  ) ","( curr_ema30 < curr_ema250 && prev_ema30 > prev_ema250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema250  ) ","40","8","linear","0"
"1905","Ema30-Cr-Ema300-SL-Ema300","Ema30-Cr-Ema300-SL-Ema300","prev_ema300","( curr_ema30 > curr_ema300 && prev_ema30 < prev_ema300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema300  ) ","( curr_ema30 < curr_ema300 && prev_ema30 > prev_ema300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema300  ) ","40","8","linear","0"
"1906","Ema30-Cr-Ema350-SL-Ema350","Ema30-Cr-Ema350-SL-Ema350","prev_ema350","( curr_ema30 > curr_ema350 && prev_ema30 < prev_ema350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema350  ) ","( curr_ema30 < curr_ema350 && prev_ema30 > prev_ema350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema350  ) ","40","8","linear","0"
"1907","Ema30-Cr-Ema400-SL-Ema400","Ema30-Cr-Ema400-SL-Ema400","prev_ema400","( curr_ema30 > curr_ema400 && prev_ema30 < prev_ema400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema400  ) ","( curr_ema30 < curr_ema400 && prev_ema30 > prev_ema400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema400  ) ","40","8","linear","0"
"1908","Ema30-Cr-Ema450-SL-Ema450","Ema30-Cr-Ema450-SL-Ema450","prev_ema450","( curr_ema30 > curr_ema450 && prev_ema30 < prev_ema450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema450  ) ","( curr_ema30 < curr_ema450 && prev_ema30 > prev_ema450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema450  ) ","40","8","linear","0"
"1909","Ema30-Cr-Ema500-SL-Ema500","Ema30-Cr-Ema500-SL-Ema500","prev_ema500","( curr_ema30 > curr_ema500 && prev_ema30 < prev_ema500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema500  ) ","( curr_ema30 < curr_ema500 && prev_ema30 > prev_ema500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema500  ) ","40","8","linear","0"
"1910","Ema30-Cr-Ema550-SL-Ema550","Ema30-Cr-Ema550-SL-Ema550","prev_ema550","( curr_ema30 > curr_ema550 && prev_ema30 < prev_ema550 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema550  ) ","( curr_ema30 < curr_ema550 && prev_ema30 > prev_ema550 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema550  ) ","40","8","linear","0"
"1911","Ema30-Cr-Ema600-SL-Ema600","Ema30-Cr-Ema600-SL-Ema600","prev_ema600","( curr_ema30 > curr_ema600 && prev_ema30 < prev_ema600 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema600  ) ","( curr_ema30 < curr_ema600 && prev_ema30 > prev_ema600 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema600  ) ","40","8","linear","0"
"1912","Ema30-Cr-Ema650-SL-Ema650","Ema30-Cr-Ema650-SL-Ema650","prev_ema650","( curr_ema30 > curr_ema650 && prev_ema30 < prev_ema650 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema650  ) ","( curr_ema30 < curr_ema650 && prev_ema30 > prev_ema650 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema650  ) ","40","8","linear","0"
"1913","Ema30-Cr-Ema700-SL-Ema700","Ema30-Cr-Ema700-SL-Ema700","prev_ema700","( curr_ema30 > curr_ema700 && prev_ema30 < prev_ema700 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema700  ) ","( curr_ema30 < curr_ema700 && prev_ema30 > prev_ema700 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema700  ) ","40","8","linear","0"
"1914","Ema30-Cr-Ema750-SL-Ema750","Ema30-Cr-Ema750-SL-Ema750","prev_ema750","( curr_ema30 > curr_ema750 && prev_ema30 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema750  ) ","( curr_ema30 < curr_ema750 && prev_ema30 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema750  ) ","40","8","linear","0"
"1915","Ema30-Cr-Ema800-SL-Ema800","Ema30-Cr-Ema800-SL-Ema800","prev_ema800","( curr_ema30 > curr_ema800 && prev_ema30 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema800  ) ","( curr_ema30 < curr_ema800 && prev_ema30 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema800  ) ","40","8","linear","0"
"1916","Ema30-Cr-Ema850-SL-Ema850","Ema30-Cr-Ema850-SL-Ema850","prev_ema850","( curr_ema30 > curr_ema850 && prev_ema30 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema850  ) ","( curr_ema30 < curr_ema850 && prev_ema30 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema850  ) ","40","8","linear","0"
"1917","Ema30-Cr-Ema900-SL-Ema900","Ema30-Cr-Ema900-SL-Ema900","prev_ema900","( curr_ema30 > curr_ema900 && prev_ema30 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema900  ) ","( curr_ema30 < curr_ema900 && prev_ema30 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema900  ) ","40","8","linear","0"
"1918","Ema30-Cr-Ema950-SL-Ema950","Ema30-Cr-Ema950-SL-Ema950","prev_ema950","( curr_ema30 > curr_ema950 && prev_ema30 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema950  ) ","( curr_ema30 < curr_ema950 && prev_ema30 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema950  ) ","40","8","linear","0"
"1919","Ema30-Cr-Ema1000-SL-Ema1000","Ema30-Cr-Ema1000-SL-Ema1000","prev_ema1000","( curr_ema30 > curr_ema1000 && prev_ema30 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1000  ) ","( curr_ema30 < curr_ema1000 && prev_ema30 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1000  ) ","40","8","linear","0"
"1920","Ema30-Cr-Ema1050-SL-Ema1050","Ema30-Cr-Ema1050-SL-Ema1050","prev_ema1050","( curr_ema30 > curr_ema1050 && prev_ema30 < prev_ema1050 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1050  ) ","( curr_ema30 < curr_ema1050 && prev_ema30 > prev_ema1050 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1050  ) ","40","8","linear","0"
"1921","Ema30-Cr-Ema1100-SL-Ema1100","Ema30-Cr-Ema1100-SL-Ema1100","prev_ema1100","( curr_ema30 > curr_ema1100 && prev_ema30 < prev_ema1100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1100  ) ","( curr_ema30 < curr_ema1100 && prev_ema30 > prev_ema1100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1100  ) ","40","8","linear","0"
"1922","Ema30-Cr-Ema1150-SL-Ema1150","Ema30-Cr-Ema1150-SL-Ema1150","prev_ema1150","( curr_ema30 > curr_ema1150 && prev_ema30 < prev_ema1150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1150  ) ","( curr_ema30 < curr_ema1150 && prev_ema30 > prev_ema1150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1150  ) ","40","8","linear","0"
"1923","Ema30-Cr-Ema1200-SL-Ema1200","Ema30-Cr-Ema1200-SL-Ema1200","prev_ema1200","( curr_ema30 > curr_ema1200 && prev_ema30 < prev_ema1200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1200  ) ","( curr_ema30 < curr_ema1200 && prev_ema30 > prev_ema1200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1200  ) ","40","8","linear","0"
"1924","Ema30-Cr-Ema1250-SL-Ema1250","Ema30-Cr-Ema1250-SL-Ema1250","prev_ema1250","( curr_ema30 > curr_ema1250 && prev_ema30 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1250  ) ","( curr_ema30 < curr_ema1250 && prev_ema30 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1250  ) ","40","8","linear","0"
"1925","Ema30-Cr-Ema1300-SL-Ema1300","Ema30-Cr-Ema1300-SL-Ema1300","prev_ema1300","( curr_ema30 > curr_ema1300 && prev_ema30 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1300  ) ","( curr_ema30 < curr_ema1300 && prev_ema30 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1300  ) ","40","8","linear","0"
"1926","Ema30-Cr-Ema1350-SL-Ema1350","Ema30-Cr-Ema1350-SL-Ema1350","prev_ema1350","( curr_ema30 > curr_ema1350 && prev_ema30 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1350  ) ","( curr_ema30 < curr_ema1350 && prev_ema30 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1350  ) ","40","8","linear","0"
"1927","Ema30-Cr-Ema1400-SL-Ema1400","Ema30-Cr-Ema1400-SL-Ema1400","prev_ema1400","( curr_ema30 > curr_ema1400 && prev_ema30 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1400  ) ","( curr_ema30 < curr_ema1400 && prev_ema30 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1400  ) ","40","8","linear","0"
"1928","Ema30-Cr-Ema1450-SL-Ema1450","Ema30-Cr-Ema1450-SL-Ema1450","prev_ema1450","( curr_ema30 > curr_ema1450 && prev_ema30 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1450  ) ","( curr_ema30 < curr_ema1450 && prev_ema30 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1450  ) ","40","8","linear","0"
"1929","Ema30-Cr-Ema1500-SL-Ema1500","Ema30-Cr-Ema1500-SL-Ema1500","prev_ema1500","( curr_ema30 > curr_ema1500 && prev_ema30 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1500  ) ","( curr_ema30 < curr_ema1500 && prev_ema30 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1500  ) ","40","8","linear","0"
"2001","Ema30-Cr-Ema100-SL-NoTh","Ema30-Cr-Ema100-SL-NoTh","prev_ema100","( curr_ema30 > curr_ema100 && prev_ema30 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema100 && prev_ema30 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2002","Ema30-Cr-Ema150-SL-NoTh","Ema30-Cr-Ema150-SL-NoTh","prev_ema150","( curr_ema30 > curr_ema150 && prev_ema30 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema150 && prev_ema30 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2003","Ema30-Cr-Ema200-SL-NoTh","Ema30-Cr-Ema200-SL-NoTh","prev_ema200","( curr_ema30 > curr_ema200 && prev_ema30 < prev_ema200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema200 && prev_ema30 > prev_ema200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2004","Ema30-Cr-Ema250-SL-NoTh","Ema30-Cr-Ema250-SL-NoTh","prev_ema250","( curr_ema30 > curr_ema250 && prev_ema30 < prev_ema250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema250 && prev_ema30 > prev_ema250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2005","Ema30-Cr-Ema300-SL-NoTh","Ema30-Cr-Ema300-SL-NoTh","prev_ema300","( curr_ema30 > curr_ema300 && prev_ema30 < prev_ema300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema300 && prev_ema30 > prev_ema300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2006","Ema30-Cr-Ema350-SL-NoTh","Ema30-Cr-Ema350-SL-NoTh","prev_ema350","( curr_ema30 > curr_ema350 && prev_ema30 < prev_ema350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema350 && prev_ema30 > prev_ema350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2007","Ema30-Cr-Ema400-SL-NoTh","Ema30-Cr-Ema400-SL-NoTh","prev_ema400","( curr_ema30 > curr_ema400 && prev_ema30 < prev_ema400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema400 && prev_ema30 > prev_ema400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2008","Ema30-Cr-Ema450-SL-NoTh","Ema30-Cr-Ema450-SL-NoTh","prev_ema450","( curr_ema30 > curr_ema450 && prev_ema30 < prev_ema450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema450 && prev_ema30 > prev_ema450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2009","Ema30-Cr-Ema500-SL-NoTh","Ema30-Cr-Ema500-SL-NoTh","prev_ema500","( curr_ema30 > curr_ema500 && prev_ema30 < prev_ema500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema500 && prev_ema30 > prev_ema500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2010","Ema30-Cr-Ema550-SL-NoTh","Ema30-Cr-Ema550-SL-NoTh","prev_ema550","( curr_ema30 > curr_ema550 && prev_ema30 < prev_ema550 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema550 && prev_ema30 > prev_ema550 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2011","Ema30-Cr-Ema600-SL-NoTh","Ema30-Cr-Ema600-SL-NoTh","prev_ema600","( curr_ema30 > curr_ema600 && prev_ema30 < prev_ema600 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema600 && prev_ema30 > prev_ema600 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2012","Ema30-Cr-Ema650-SL-NoTh","Ema30-Cr-Ema650-SL-NoTh","prev_ema650","( curr_ema30 > curr_ema650 && prev_ema30 < prev_ema650 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema650 && prev_ema30 > prev_ema650 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2013","Ema30-Cr-Ema700-SL-NoTh","Ema30-Cr-Ema700-SL-NoTh","prev_ema700","( curr_ema30 > curr_ema700 && prev_ema30 < prev_ema700 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema700 && prev_ema30 > prev_ema700 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2014","Ema30-Cr-Ema750-SL-NoTh","Ema30-Cr-Ema750-SL-NoTh","prev_ema750","( curr_ema30 > curr_ema750 && prev_ema30 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema750 && prev_ema30 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2015","Ema30-Cr-Ema800-SL-NoTh","Ema30-Cr-Ema800-SL-NoTh","prev_ema800","( curr_ema30 > curr_ema800 && prev_ema30 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema800 && prev_ema30 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2016","Ema30-Cr-Ema850-SL-NoTh","Ema30-Cr-Ema850-SL-NoTh","prev_ema850","( curr_ema30 > curr_ema850 && prev_ema30 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema850 && prev_ema30 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2017","Ema30-Cr-Ema900-SL-NoTh","Ema30-Cr-Ema900-SL-NoTh","prev_ema900","( curr_ema30 > curr_ema900 && prev_ema30 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema900 && prev_ema30 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2018","Ema30-Cr-Ema950-SL-NoTh","Ema30-Cr-Ema950-SL-NoTh","prev_ema950","( curr_ema30 > curr_ema950 && prev_ema30 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema950 && prev_ema30 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2019","Ema30-Cr-Ema1000-SL-NoTh","Ema30-Cr-Ema1000-SL-NoTh","prev_ema1000","( curr_ema30 > curr_ema1000 && prev_ema30 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1000 && prev_ema30 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2020","Ema30-Cr-Ema1050-SL-NoTh","Ema30-Cr-Ema1050-SL-NoTh","prev_ema1050","( curr_ema30 > curr_ema1050 && prev_ema30 < prev_ema1050 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1050 && prev_ema30 > prev_ema1050 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2021","Ema30-Cr-Ema1100-SL-NoTh","Ema30-Cr-Ema1100-SL-NoTh","prev_ema1100","( curr_ema30 > curr_ema1100 && prev_ema30 < prev_ema1100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1100 && prev_ema30 > prev_ema1100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2022","Ema30-Cr-Ema1150-SL-NoTh","Ema30-Cr-Ema1150-SL-NoTh","prev_ema1150","( curr_ema30 > curr_ema1150 && prev_ema30 < prev_ema1150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1150 && prev_ema30 > prev_ema1150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2023","Ema30-Cr-Ema1200-SL-NoTh","Ema30-Cr-Ema1200-SL-NoTh","prev_ema1200","( curr_ema30 > curr_ema1200 && prev_ema30 < prev_ema1200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1200 && prev_ema30 > prev_ema1200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2024","Ema30-Cr-Ema1250-SL-NoTh","Ema30-Cr-Ema1250-SL-NoTh","prev_ema1250","( curr_ema30 > curr_ema1250 && prev_ema30 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1250 && prev_ema30 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2025","Ema30-Cr-Ema1300-SL-NoTh","Ema30-Cr-Ema1300-SL-NoTh","prev_ema1300","( curr_ema30 > curr_ema1300 && prev_ema30 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1300 && prev_ema30 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2026","Ema30-Cr-Ema1350-SL-NoTh","Ema30-Cr-Ema1350-SL-NoTh","prev_ema1350","( curr_ema30 > curr_ema1350 && prev_ema30 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1350 && prev_ema30 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2027","Ema30-Cr-Ema1400-SL-NoTh","Ema30-Cr-Ema1400-SL-NoTh","prev_ema1400","( curr_ema30 > curr_ema1400 && prev_ema30 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1400 && prev_ema30 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2028","Ema30-Cr-Ema1450-SL-NoTh","Ema30-Cr-Ema1450-SL-NoTh","prev_ema1450","( curr_ema30 > curr_ema1450 && prev_ema30 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1450 && prev_ema30 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2029","Ema30-Cr-Ema1500-SL-NoTh","Ema30-Cr-Ema1500-SL-NoTh","prev_ema1500","( curr_ema30 > curr_ema1500 && prev_ema30 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema30 < curr_ema1500 && prev_ema30 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"2101","Ema30-Cr-Ema100-SL-ema50","Ema30-Cr-Ema100-SL-ema50","prev_ema100","( curr_ema30 > curr_ema100 && prev_ema30 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema50  ) ","( curr_ema30 < curr_ema100 && prev_ema30 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema50  ) ","40","8","linear","0"
