"id","name","description","strategy_criteria","buy_entry","buy_exit","sell_entry","sell_exit","sl_criteria","trlg_criteria","trlg_option","active"
"1414","Ema10-Cr-Ema750-SL-NoTh","Ema10-Cr-Ema750-SL-NoTh","prev_ema750","( curr_ema10 > curr_ema750 && prev_ema10 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema750 && prev_ema10 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1415","Ema10-Cr-Ema800-SL-NoTh","Ema10-Cr-Ema800-SL-NoTh","prev_ema800","( curr_ema10 > curr_ema800 && prev_ema10 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema800 && prev_ema10 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1416","Ema10-Cr-Ema850-SL-NoTh","Ema10-Cr-Ema850-SL-NoTh","prev_ema850","( curr_ema10 > curr_ema850 && prev_ema10 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema850 && prev_ema10 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1417","Ema10-Cr-Ema900-SL-NoTh","Ema10-Cr-Ema900-SL-NoTh","prev_ema900","( curr_ema10 > curr_ema900 && prev_ema10 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema900 && prev_ema10 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1418","Ema10-Cr-Ema950-SL-NoTh","Ema10-Cr-Ema950-SL-NoTh","prev_ema950","( curr_ema10 > curr_ema950 && prev_ema10 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema950 && prev_ema10 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1419","Ema10-Cr-Ema1000-SL-NoTh","Ema10-Cr-Ema1000-SL-NoTh","prev_ema1000","( curr_ema10 > curr_ema1000 && prev_ema10 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1000 && prev_ema10 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1420","Ema10-Cr-Ema1050-SL-NoTh","Ema10-Cr-Ema1050-SL-NoTh","prev_ema1050","( curr_ema10 > curr_ema1050 && prev_ema10 < prev_ema1050 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1050 && prev_ema10 > prev_ema1050 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1421","Ema10-Cr-Ema1100-SL-NoTh","Ema10-Cr-Ema1100-SL-NoTh","prev_ema1100","( curr_ema10 > curr_ema1100 && prev_ema10 < prev_ema1100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1100 && prev_ema10 > prev_ema1100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1422","Ema10-Cr-Ema1150-SL-NoTh","Ema10-Cr-Ema1150-SL-NoTh","prev_ema1150","( curr_ema10 > curr_ema1150 && prev_ema10 < prev_ema1150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1150 && prev_ema10 > prev_ema1150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1423","Ema10-Cr-Ema1200-SL-NoTh","Ema10-Cr-Ema1200-SL-NoTh","prev_ema1200","( curr_ema10 > curr_ema1200 && prev_ema10 < prev_ema1200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1200 && prev_ema10 > prev_ema1200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1424","Ema10-Cr-Ema1250-SL-NoTh","Ema10-Cr-Ema1250-SL-NoTh","prev_ema1250","( curr_ema10 > curr_ema1250 && prev_ema10 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1250 && prev_ema10 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1425","Ema10-Cr-Ema1300-SL-NoTh","Ema10-Cr-Ema1300-SL-NoTh","prev_ema1300","( curr_ema10 > curr_ema1300 && prev_ema10 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1300 && prev_ema10 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1426","Ema10-Cr-Ema1350-SL-NoTh","Ema10-Cr-Ema1350-SL-NoTh","prev_ema1350","( curr_ema10 > curr_ema1350 && prev_ema10 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1350 && prev_ema10 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1427","Ema10-Cr-Ema1400-SL-NoTh","Ema10-Cr-Ema1400-SL-NoTh","prev_ema1400","( curr_ema10 > curr_ema1400 && prev_ema10 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1400 && prev_ema10 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1428","Ema10-Cr-Ema1450-SL-NoTh","Ema10-Cr-Ema1450-SL-NoTh","prev_ema1450","( curr_ema10 > curr_ema1450 && prev_ema10 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1450 && prev_ema10 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1429","Ema10-Cr-Ema1500-SL-NoTh","Ema10-Cr-Ema1500-SL-NoTh","prev_ema1500","( curr_ema10 > curr_ema1500 && prev_ema10 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg  ) ","( curr_ema10 < curr_ema1500 && prev_ema10 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg  ) ","40","8","linear","0"
"1501","Ema10-Cr-Ema100-SL-ema50","Ema10-Cr-Ema100-SL-ema50","prev_ema100","( curr_ema10 > curr_ema100 && prev_ema10 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema50  ) ","( curr_ema10 < curr_ema100 && prev_ema10 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema50  ) ","40","8","linear","0"
"1502","Ema10-Cr-Ema150-SL-ema150-1","Ema10-Cr-Ema150-SL-ema150-1","prev_ema150","( curr_ema10 > curr_ema150 && prev_ema10 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema150 && prev_ema10 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1503","Ema10-Cr-Ema200-SL-ema150","Ema10-Cr-Ema200-SL-ema150","prev_ema200","( curr_ema10 > curr_ema200 && prev_ema10 < prev_ema200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema200 && prev_ema10 > prev_ema200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1504","Ema10-Cr-Ema250-SL-ema150","Ema10-Cr-Ema250-SL-ema150","prev_ema250","( curr_ema10 > curr_ema250 && prev_ema10 < prev_ema250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema250 && prev_ema10 > prev_ema250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1505","Ema10-Cr-Ema300-SL-ema150","Ema10-Cr-Ema300-SL-ema150","prev_ema300","( curr_ema10 > curr_ema300 && prev_ema10 < prev_ema300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema300 && prev_ema10 > prev_ema300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1506","Ema10-Cr-Ema350-SL-ema150","Ema10-Cr-Ema350-SL-ema150","prev_ema350","( curr_ema10 > curr_ema350 && prev_ema10 < prev_ema350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema350 && prev_ema10 > prev_ema350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1507","Ema10-Cr-Ema400-SL-ema150","Ema10-Cr-Ema400-SL-ema150","prev_ema400","( curr_ema10 > curr_ema400 && prev_ema10 < prev_ema400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema400 && prev_ema10 > prev_ema400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1508","Ema10-Cr-Ema450-SL-ema150","Ema10-Cr-Ema450-SL-ema150","prev_ema450","( curr_ema10 > curr_ema450 && prev_ema10 < prev_ema450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema450 && prev_ema10 > prev_ema450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1509","Ema10-Cr-Ema500-SL-ema150","Ema10-Cr-Ema500-SL-ema150","prev_ema500","( curr_ema10 > curr_ema500 && prev_ema10 < prev_ema500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema500 && prev_ema10 > prev_ema500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1510","Ema10-Cr-Ema550-SL-ema150","Ema10-Cr-Ema550-SL-ema150","prev_ema550","( curr_ema10 > curr_ema550 && prev_ema10 < prev_ema550 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema550 && prev_ema10 > prev_ema550 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1511","Ema10-Cr-Ema600-SL-ema150","Ema10-Cr-Ema600-SL-ema150","prev_ema600","( curr_ema10 > curr_ema600 && prev_ema10 < prev_ema600 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema600 && prev_ema10 > prev_ema600 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1512","Ema10-Cr-Ema650-SL-ema150","Ema10-Cr-Ema650-SL-ema150","prev_ema650","( curr_ema10 > curr_ema650 && prev_ema10 < prev_ema650 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema650 && prev_ema10 > prev_ema650 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1513","Ema10-Cr-Ema700-SL-ema150","Ema10-Cr-Ema700-SL-ema150","prev_ema700","( curr_ema10 > curr_ema700 && prev_ema10 < prev_ema700 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema700 && prev_ema10 > prev_ema700 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1514","Ema10-Cr-Ema750-SL-ema150","Ema10-Cr-Ema750-SL-ema150","prev_ema750","( curr_ema10 > curr_ema750 && prev_ema10 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema750 && prev_ema10 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1515","Ema10-Cr-Ema800-SL-ema150","Ema10-Cr-Ema800-SL-ema150","prev_ema800","( curr_ema10 > curr_ema800 && prev_ema10 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema800 && prev_ema10 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1516","Ema10-Cr-Ema850-SL-ema150","Ema10-Cr-Ema850-SL-ema150","prev_ema850","( curr_ema10 > curr_ema850 && prev_ema10 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema850 && prev_ema10 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1517","Ema10-Cr-Ema900-SL-ema150","Ema10-Cr-Ema900-SL-ema150","prev_ema900","( curr_ema10 > curr_ema900 && prev_ema10 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema900 && prev_ema10 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1518","Ema10-Cr-Ema950-SL-ema150","Ema10-Cr-Ema950-SL-ema150","prev_ema950","( curr_ema10 > curr_ema950 && prev_ema10 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema950 && prev_ema10 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1519","Ema10-Cr-Ema1000-SL-ema150","Ema10-Cr-Ema1000-SL-ema150","prev_ema1000","( curr_ema10 > curr_ema1000 && prev_ema10 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1000 && prev_ema10 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1520","Ema10-Cr-Ema1050-SL-ema150","Ema10-Cr-Ema1050-SL-ema150","prev_ema1050","( curr_ema10 > curr_ema1050 && prev_ema10 < prev_ema1050 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1050 && prev_ema10 > prev_ema1050 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1521","Ema10-Cr-Ema1100-SL-ema150","Ema10-Cr-Ema1100-SL-ema150","prev_ema1100","( curr_ema10 > curr_ema1100 && prev_ema10 < prev_ema1100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1100 && prev_ema10 > prev_ema1100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1522","Ema10-Cr-Ema1150-SL-ema150","Ema10-Cr-Ema1150-SL-ema150","prev_ema1150","( curr_ema10 > curr_ema1150 && prev_ema10 < prev_ema1150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1150 && prev_ema10 > prev_ema1150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1523","Ema10-Cr-Ema1200-SL-ema150","Ema10-Cr-Ema1200-SL-ema150","prev_ema1200","( curr_ema10 > curr_ema1200 && prev_ema10 < prev_ema1200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1200 && prev_ema10 > prev_ema1200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1524","Ema10-Cr-Ema1250-SL-ema150","Ema10-Cr-Ema1250-SL-ema150","prev_ema1250","( curr_ema10 > curr_ema1250 && prev_ema10 < prev_ema1250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1250 && prev_ema10 > prev_ema1250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1525","Ema10-Cr-Ema1300-SL-ema150","Ema10-Cr-Ema1300-SL-ema150","prev_ema1300","( curr_ema10 > curr_ema1300 && prev_ema10 < prev_ema1300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1300 && prev_ema10 > prev_ema1300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1526","Ema10-Cr-Ema1350-SL-ema150","Ema10-Cr-Ema1350-SL-ema150","prev_ema1350","( curr_ema10 > curr_ema1350 && prev_ema10 < prev_ema1350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1350 && prev_ema10 > prev_ema1350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1527","Ema10-Cr-Ema1400-SL-ema150","Ema10-Cr-Ema1400-SL-ema150","prev_ema1400","( curr_ema10 > curr_ema1400 && prev_ema10 < prev_ema1400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1400 && prev_ema10 > prev_ema1400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1528","Ema10-Cr-Ema1450-SL-ema150","Ema10-Cr-Ema1450-SL-ema150","prev_ema1450","( curr_ema10 > curr_ema1450 && prev_ema10 < prev_ema1450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1450 && prev_ema10 > prev_ema1450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1529","Ema10-Cr-Ema1500-SL-ema150","Ema10-Cr-Ema1500-SL-ema150","prev_ema1500","( curr_ema10 > curr_ema1500 && prev_ema10 < prev_ema1500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema10 < curr_ema1500 && prev_ema10 > prev_ema1500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1601","Ema20-Cr-Ema100-SL-Ema100","Ema20-Cr-Ema100-SL-Ema100","prev_ema100","( curr_ema20 > curr_ema100 && prev_ema20 < prev_ema100 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema100  ) ","( curr_ema20 < curr_ema100 && prev_ema20 > prev_ema100 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema100  ) ","40","8","linear","0"
"1602","Ema20-Cr-Ema150-SL-Ema150","Ema20-Cr-Ema150-SL-Ema150","prev_ema150","( curr_ema20 > curr_ema150 && prev_ema20 < prev_ema150 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema150  ) ","( curr_ema20 < curr_ema150 && prev_ema20 > prev_ema150 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema150  ) ","40","8","linear","0"
"1603","Ema20-Cr-Ema200-SL-Ema200","Ema20-Cr-Ema200-SL-Ema200","prev_ema200","( curr_ema20 > curr_ema200 && prev_ema20 < prev_ema200 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema200  ) ","( curr_ema20 < curr_ema200 && prev_ema20 > prev_ema200 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema200  ) ","40","8","linear","0"
"1604","Ema20-Cr-Ema250-SL-Ema250","Ema20-Cr-Ema250-SL-Ema250","prev_ema250","( curr_ema20 > curr_ema250 && prev_ema20 < prev_ema250 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema250  ) ","( curr_ema20 < curr_ema250 && prev_ema20 > prev_ema250 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema250  ) ","40","8","linear","0"
"1605","Ema20-Cr-Ema300-SL-Ema300","Ema20-Cr-Ema300-SL-Ema300","prev_ema300","( curr_ema20 > curr_ema300 && prev_ema20 < prev_ema300 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema300  ) ","( curr_ema20 < curr_ema300 && prev_ema20 > prev_ema300 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema300  ) ","40","8","linear","0"
"1606","Ema20-Cr-Ema350-SL-Ema350","Ema20-Cr-Ema350-SL-Ema350","prev_ema350","( curr_ema20 > curr_ema350 && prev_ema20 < prev_ema350 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema350  ) ","( curr_ema20 < curr_ema350 && prev_ema20 > prev_ema350 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema350  ) ","40","8","linear","0"
"1607","Ema20-Cr-Ema400-SL-Ema400","Ema20-Cr-Ema400-SL-Ema400","prev_ema400","( curr_ema20 > curr_ema400 && prev_ema20 < prev_ema400 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema400  ) ","( curr_ema20 < curr_ema400 && prev_ema20 > prev_ema400 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema400  ) ","40","8","linear","0"
"1608","Ema20-Cr-Ema450-SL-Ema450","Ema20-Cr-Ema450-SL-Ema450","prev_ema450","( curr_ema20 > curr_ema450 && prev_ema20 < prev_ema450 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema450  ) ","( curr_ema20 < curr_ema450 && prev_ema20 > prev_ema450 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema450  ) ","40","8","linear","0"
"1609","Ema20-Cr-Ema500-SL-Ema500","Ema20-Cr-Ema500-SL-Ema500","prev_ema500","( curr_ema20 > curr_ema500 && prev_ema20 < prev_ema500 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema500  ) ","( curr_ema20 < curr_ema500 && prev_ema20 > prev_ema500 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema500  ) ","40","8","linear","0"
"1610","Ema20-Cr-Ema550-SL-Ema550","Ema20-Cr-Ema550-SL-Ema550","prev_ema550","( curr_ema20 > curr_ema550 && prev_ema20 < prev_ema550 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema550  ) ","( curr_ema20 < curr_ema550 && prev_ema20 > prev_ema550 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema550  ) ","40","8","linear","0"
"1611","Ema20-Cr-Ema600-SL-Ema600","Ema20-Cr-Ema600-SL-Ema600","prev_ema600","( curr_ema20 > curr_ema600 && prev_ema20 < prev_ema600 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema600  ) ","( curr_ema20 < curr_ema600 && prev_ema20 > prev_ema600 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema600  ) ","40","8","linear","0"
"1612","Ema20-Cr-Ema650-SL-Ema650","Ema20-Cr-Ema650-SL-Ema650","prev_ema650","( curr_ema20 > curr_ema650 && prev_ema20 < prev_ema650 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema650  ) ","( curr_ema20 < curr_ema650 && prev_ema20 > prev_ema650 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema650  ) ","40","8","linear","0"
"1613","Ema20-Cr-Ema700-SL-Ema700","Ema20-Cr-Ema700-SL-Ema700","prev_ema700","( curr_ema20 > curr_ema700 && prev_ema20 < prev_ema700 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema700  ) ","( curr_ema20 < curr_ema700 && prev_ema20 > prev_ema700 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema700  ) ","40","8","linear","0"
"1614","Ema20-Cr-Ema750-SL-Ema750","Ema20-Cr-Ema750-SL-Ema750","prev_ema750","( curr_ema20 > curr_ema750 && prev_ema20 < prev_ema750 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema750  ) ","( curr_ema20 < curr_ema750 && prev_ema20 > prev_ema750 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema750  ) ","40","8","linear","0"
"1615","Ema20-Cr-Ema800-SL-Ema800","Ema20-Cr-Ema800-SL-Ema800","prev_ema800","( curr_ema20 > curr_ema800 && prev_ema20 < prev_ema800 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema800  ) ","( curr_ema20 < curr_ema800 && prev_ema20 > prev_ema800 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema800  ) ","40","8","linear","0"
"1616","Ema20-Cr-Ema850-SL-Ema850","Ema20-Cr-Ema850-SL-Ema850","prev_ema850","( curr_ema20 > curr_ema850 && prev_ema20 < prev_ema850 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema850  ) ","( curr_ema20 < curr_ema850 && prev_ema20 > prev_ema850 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema850  ) ","40","8","linear","0"
"1617","Ema20-Cr-Ema900-SL-Ema900","Ema20-Cr-Ema900-SL-Ema900","prev_ema900","( curr_ema20 > curr_ema900 && prev_ema20 < prev_ema900 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema900  ) ","( curr_ema20 < curr_ema900 && prev_ema20 > prev_ema900 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema900  ) ","40","8","linear","0"
"1618","Ema20-Cr-Ema950-SL-Ema950","Ema20-Cr-Ema950-SL-Ema950","prev_ema950","( curr_ema20 > curr_ema950 && prev_ema20 < prev_ema950 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema950  ) ","( curr_ema20 < curr_ema950 && prev_ema20 > prev_ema950 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema950  ) ","40","8","linear","0"
"1619","Ema20-Cr-Ema1000-SL-Ema1000","Ema20-Cr-Ema1000-SL-Ema1000","prev_ema1000","( curr_ema20 > curr_ema1000 && prev_ema20 < prev_ema1000 ) ","( curr_close <  signal_sl || curr_close  < signal_trlg || curr_close < curr_ema1000  ) ","( curr_ema20 < curr_ema1000 && prev_ema20 > prev_ema1000 ) ","( curr_close >  signal_sl || curr_close  > signal_trlg || curr_close > curr_ema1000  ) ","40","8","linear","0"
